Building probod binary...
=== RUN   TestRisk_SubResolvers/Risk_documents_sub-resolver_(empty)
=== RUN   TestRisk_OmittableFields/Update_with_null_description_(omittable)
=== RUN   TestPeople_Create/with_different_kinds/Contractor
=== RUN   TestRisk_TreatmentEnum/Update_to_treatment_TRANSFERRED
--- PASS: TestPeople_List (0.13s)
=== CONT  TestObligation_List
--- PASS: TestRisk_RequiredFields (0.11s)
    --- PASS: TestRisk_RequiredFields/Missing_organizationId_should_fail (0.01s)
    --- PASS: TestRisk_RequiredFields/Missing_name_should_fail (0.01s)
    --- PASS: TestRisk_RequiredFields/Empty_name_should_fail (0.01s)
=== CONT  TestObligation_Delete
=== RUN   TestProcessingActivity_LawfulBasis/CONTRACTUAL_NECESSITY
--- PASS: TestRisk_SubResolvers (0.13s)
    --- PASS: TestRisk_SubResolvers/Risk_organization_sub-resolver (0.01s)
    --- PASS: TestRisk_SubResolvers/Risk_measures_sub-resolver_(empty) (0.01s)
    --- PASS: TestRisk_SubResolvers/Risk_documents_sub-resolver_(empty) (0.01s)
=== CONT  TestObligation_Update
=== RUN   TestRisk_OmittableFields/Update_without_description_(should_not_change)
=== RUN   TestRisk_OmittableOwnerId/Update_with_null_owner_(clear_assignment)
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Low_Medium
=== RUN   TestProcessingActivity_LawfulBasis/LEGITIMATE_INTEREST
=== RUN   TestPeople_KindEnum/Create_with_kind_EMPLOYEE
=== RUN   TestPeople_Create/with_different_kinds/Service_Account
=== RUN   TestPeople_RequiredFields/Missing_organizationId_should_fail
=== RUN   TestRisk_TreatmentEnum/Update_to_treatment_AVOIDED
=== RUN   TestPeople_RequiredFields/Missing_fullName_should_fail
--- PASS: TestRisk_OmittableOwnerId (0.14s)
    --- PASS: TestRisk_OmittableOwnerId/Update_to_set_owner (0.02s)
    --- PASS: TestRisk_OmittableOwnerId/Update_with_null_owner_(clear_assignment) (0.01s)
=== CONT  TestObligation_Create
--- PASS: TestProcessingActivity_LawfulBasis (0.12s)
    --- PASS: TestProcessingActivity_LawfulBasis/CONSENT (0.01s)
    --- PASS: TestProcessingActivity_LawfulBasis/CONTRACTUAL_NECESSITY (0.01s)
    --- PASS: TestProcessingActivity_LawfulBasis/LEGITIMATE_INTEREST (0.01s)
=== CONT  TestNonconformity_StatusValues
=== RUN   TestPeople_KindEnum/Create_with_kind_CONTRACTOR
--- PASS: TestOrganization_Get (0.09s)
=== CONT  TestNonconformity_List
=== RUN   TestPeople_RequiredFields/Missing_primaryEmailAddress_should_fail
--- PASS: TestRisk_OmittableFields (0.14s)
    --- PASS: TestRisk_OmittableFields/Update_with_new_description (0.01s)
    --- PASS: TestRisk_OmittableFields/Update_with_null_description_(omittable) (0.01s)
    --- PASS: TestRisk_OmittableFields/Update_without_description_(should_not_change) (0.02s)
=== CONT  TestNonconformity_Delete
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Low_High
=== RUN   TestPeople_Create/with_additional_emails
    people_test.go:120: additionalEmailAddresses feature not fully implemented
--- PASS: TestPeople_Create (0.16s)
    --- PASS: TestPeople_Create/with_full_details (0.01s)
    --- PASS: TestPeople_Create/with_different_kinds (0.06s)
        --- PASS: TestPeople_Create/with_different_kinds/Employee (0.02s)
        --- PASS: TestPeople_Create/with_different_kinds/Contractor (0.02s)
        --- PASS: TestPeople_Create/with_different_kinds/Service_Account (0.02s)
    --- SKIP: TestPeople_Create/with_additional_emails (0.00s)
=== CONT  TestNonconformity_Update
--- PASS: TestPeople_KindEnum (0.11s)
    --- PASS: TestPeople_KindEnum/Create_with_kind_EMPLOYEE (0.01s)
    --- PASS: TestPeople_KindEnum/Create_with_kind_CONTRACTOR (0.01s)
=== CONT  TestNonconformity_Create
=== RUN   TestPeople_RequiredFields/Missing_kind_should_fail
=== RUN   TestOrganization_Update/update_name_and_description
--- PASS: TestRisk_TreatmentEnum (0.17s)
    --- PASS: TestRisk_TreatmentEnum/Update_to_treatment_MITIGATED (0.02s)
    --- PASS: TestRisk_TreatmentEnum/Update_to_treatment_ACCEPTED (0.02s)
    --- PASS: TestRisk_TreatmentEnum/Update_to_treatment_TRANSFERRED (0.02s)
    --- PASS: TestRisk_TreatmentEnum/Update_to_treatment_AVOIDED (0.02s)
=== CONT  TestMember_List
=== RUN   TestPeople_RequiredFields/Empty_fullName_should_fail
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Low_Critical
=== RUN   TestOrganization_Update/update_website_and_email
=== RUN   TestPeople_RequiredFields/Invalid_kind_enum_should_fail
--- PASS: TestPeople_RequiredFields (0.12s)
    --- PASS: TestPeople_RequiredFields/Missing_organizationId_should_fail (0.01s)
    --- PASS: TestPeople_RequiredFields/Missing_fullName_should_fail (0.01s)
    --- PASS: TestPeople_RequiredFields/Missing_primaryEmailAddress_should_fail (0.01s)
    --- PASS: TestPeople_RequiredFields/Missing_kind_should_fail (0.01s)
    --- PASS: TestPeople_RequiredFields/Empty_fullName_should_fail (0.01s)
    --- PASS: TestPeople_RequiredFields/Invalid_kind_enum_should_fail (0.00s)
=== CONT  TestInvitation_Delete
=== RUN   TestOrganization_Update/update_headquarter_address
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Medium_Low
--- PASS: TestOrganization_Update (0.11s)
    --- PASS: TestOrganization_Update/update_name_and_description (0.01s)
    --- PASS: TestOrganization_Update/update_website_and_email (0.01s)
    --- PASS: TestOrganization_Update/update_headquarter_address (0.01s)
=== CONT  TestMember_RemoveMember
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Medium_Medium
=== RUN   TestObligation_StatusValues/NON_COMPLIANT
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Medium_High
=== RUN   TestObligation_StatusValues/PARTIALLY_COMPLIANT
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Medium_Critical
=== RUN   TestObligation_StatusValues/COMPLIANT
--- PASS: TestObligation_StatusValues (0.14s)
    --- PASS: TestObligation_StatusValues/NON_COMPLIANT (0.01s)
    --- PASS: TestObligation_StatusValues/PARTIALLY_COMPLIANT (0.01s)
    --- PASS: TestObligation_StatusValues/COMPLIANT (0.01s)
=== CONT  TestMeasure_Pagination
--- PASS: TestMember_UpdateMembership (0.20s)
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/High_Low
=== CONT  TestMeeting_WithAttendees
--- PASS: TestObligation_Create (0.11s)
=== CONT  TestMeeting_List
--- PASS: TestObligation_Delete (0.14s)
=== CONT  TestMeeting_Delete
=== RUN   TestNonconformity_StatusValues/OPEN
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/High_Medium
--- PASS: TestObligation_Update (0.14s)
=== CONT  TestMeeting_Update
=== RUN   TestNonconformity_StatusValues/IN_PROGRESS
--- PASS: TestObligation_List (0.16s)
=== CONT  TestMeeting_Create
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/High_High
--- PASS: TestInvitation_Delete (0.11s)
=== CONT  TestMeasure_Ordering
=== RUN   TestNonconformity_StatusValues/CLOSED
--- PASS: TestNonconformity_Delete (0.14s)
=== CONT  TestMeasure_TenantIsolation
--- PASS: TestNonconformity_StatusValues (0.16s)
    --- PASS: TestNonconformity_StatusValues/OPEN (0.01s)
    --- PASS: TestNonconformity_StatusValues/IN_PROGRESS (0.01s)
    --- PASS: TestNonconformity_StatusValues/CLOSED (0.01s)
=== CONT  TestMeasure_Filtering
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/High_Critical
--- PASS: TestNonconformity_Create (0.15s)
=== CONT  TestMeasure_SubResolvers
--- PASS: TestNonconformity_Update (0.16s)
=== CONT  TestMeasure_SubResolvers_WithData
--- PASS: TestNonconformity_List (0.17s)
=== CONT  TestMeasure_MaxLength_Validation
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Critical_Low
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Critical_Medium
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Critical_High
--- PASS: TestMeeting_Delete (0.11s)
=== CONT  TestMeasure_RBAC
=== RUN   TestMeasure_RBAC/create
=== RUN   TestMeasure_RBAC/create/owner_can_create
=== RUN   TestRBAC/owner_can_create_framework
--- PASS: TestMeeting_WithAttendees (0.12s)
=== CONT  TestAudit_List
=== RUN   TestRBAC/admin_can_create_framework
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Critical_Critical
--- PASS: TestMeeting_Update (0.11s)
=== CONT  TestAudit_UploadReport_Validation
--- PASS: TestMeeting_Create (0.10s)
=== CONT  TestAudit_UploadReport
=== NAME  TestMeeting_List
    meeting_test.go:287: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/meeting_test.go:287
        	Error:      	"0" is not greater than or equal to "3"
        	Test:       	TestMeeting_List
--- FAIL: TestMeeting_List (0.13s)
=== CONT  TestAudit_Ordering
--- PASS: TestMember_RemoveMember (0.20s)
=== CONT  TestAudit_TenantIsolation
=== RUN   TestRBAC/viewer_cannot_create_framework
=== RUN   TestMeasure_Ordering/order_by_name_ascending
=== RUN   TestRBAC/owner_can_update_framework
--- PASS: TestRisk_Create (0.46s)
    --- PASS: TestRisk_Create/with_full_details (0.01s)
    --- PASS: TestRisk_Create/with_different_treatments (0.08s)
        --- PASS: TestRisk_Create/with_different_treatments/Mitigated (0.02s)
        --- PASS: TestRisk_Create/with_different_treatments/Transferred (0.02s)
        --- PASS: TestRisk_Create/with_different_treatments/Accepted (0.02s)
        --- PASS: TestRisk_Create/with_different_treatments/Avoided (0.02s)
    --- PASS: TestRisk_Create/with_different_likelihood_and_impact (0.28s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Low_Low (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Low_Medium (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Low_High (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Low_Critical (0.01s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Medium_Low (0.01s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Medium_Medium (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Medium_High (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Medium_Critical (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/High_Low (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/High_Medium (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/High_High (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/High_Critical (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Critical_Low (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Critical_Medium (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Critical_High (0.02s)
        --- PASS: TestRisk_Create/with_different_likelihood_and_impact/Critical_Critical (0.02s)
=== CONT  TestAudit_Pagination
=== RUN   TestMeasure_SubResolvers_WithData/tasks_sub-resolver_with_linked_tasks
=== RUN   TestMeasure_Pagination/first/after_pagination
=== RUN   TestMeasure_SubResolvers/controls_sub-resolver_returns_empty_list
=== RUN   TestMeasure_Ordering/order_by_name_descending
=== RUN   TestMeasure_MaxLength_Validation/create
=== RUN   TestMeasure_MaxLength_Validation/create/name_exceeds_max_length
=== RUN   TestRBAC/admin_can_update_framework
=== RUN   TestMeasure_MaxLength_Validation/create/category_exceeds_max_length
=== RUN   TestMeasure_SubResolvers/risks_sub-resolver_returns_empty_list
=== RUN   TestMeasure_Ordering/order_by_created_at
=== RUN   TestRBAC/viewer_cannot_update_framework
=== RUN   TestMeasure_MaxLength_Validation/create/description_exceeds_max_length
=== RUN   TestMeasure_Pagination/last/before_pagination
=== RUN   TestMeasure_SubResolvers/tasks_sub-resolver_returns_empty_list
=== RUN   TestRBAC/owner_can_delete_framework
--- PASS: TestMeasure_Ordering (0.14s)
    --- PASS: TestMeasure_Ordering/order_by_name_ascending (0.01s)
    --- PASS: TestMeasure_Ordering/order_by_name_descending (0.02s)
    --- PASS: TestMeasure_Ordering/order_by_created_at (0.01s)
=== CONT  TestAudit_MaxLength_Validation
=== RUN   TestMeasure_MaxLength_Validation/update
=== RUN   TestMeasure_Filtering/filter_by_state
--- PASS: TestMeasure_Pagination (0.19s)
    --- PASS: TestMeasure_Pagination/first/after_pagination (0.03s)
    --- PASS: TestMeasure_Pagination/last/before_pagination (0.01s)
=== CONT  TestAudit_RBAC
=== RUN   TestAudit_RBAC/create
=== RUN   TestAudit_RBAC/create/owner_can_create
=== RUN   TestMeasure_SubResolvers/evidences_sub-resolver_returns_empty_list
=== RUN   TestMeasure_MaxLength_Validation/update/name_exceeds_max_length
=== RUN   TestMeasure_Filtering/filter_by_query_string
=== RUN   TestMeasure_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
=== RUN   TestMeasure_MaxLength_Validation/update/category_exceeds_max_length
=== RUN   TestRBAC/admin_can_delete_framework
--- PASS: TestMeasure_SubResolvers (0.14s)
    --- PASS: TestMeasure_SubResolvers/controls_sub-resolver_returns_empty_list (0.01s)
    --- PASS: TestMeasure_SubResolvers/risks_sub-resolver_returns_empty_list (0.01s)
    --- PASS: TestMeasure_SubResolvers/tasks_sub-resolver_returns_empty_list (0.01s)
    --- PASS: TestMeasure_SubResolvers/evidences_sub-resolver_returns_empty_list (0.01s)
=== CONT  TestAudit_SubResolvers
--- PASS: TestMember_List (0.29s)
=== CONT  TestAudit_Timestamps
=== RUN   TestMeasure_MaxLength_Validation/update/description_exceeds_max_length
--- PASS: TestMeasure_Filtering (0.16s)
    --- PASS: TestMeasure_Filtering/filter_by_state (0.01s)
    --- PASS: TestMeasure_Filtering/filter_by_query_string (0.01s)
=== CONT  TestAudit_Query
=== RUN   TestMeasure_RBAC/create/admin_can_create
--- PASS: TestMeasure_MaxLength_Validation (0.15s)
    --- PASS: TestMeasure_MaxLength_Validation/create (0.03s)
        --- PASS: TestMeasure_MaxLength_Validation/create/name_exceeds_max_length (0.01s)
        --- PASS: TestMeasure_MaxLength_Validation/create/category_exceeds_max_length (0.01s)
        --- PASS: TestMeasure_MaxLength_Validation/create/description_exceeds_max_length (0.01s)
    --- PASS: TestMeasure_MaxLength_Validation/update (0.04s)
        --- PASS: TestMeasure_MaxLength_Validation/update/name_exceeds_max_length (0.01s)
        --- PASS: TestMeasure_MaxLength_Validation/update/category_exceeds_max_length (0.01s)
        --- PASS: TestMeasure_MaxLength_Validation/update/description_exceeds_max_length (0.01s)
=== CONT  TestFramework_SubResolvers_WithData
=== RUN   TestRBAC/viewer_cannot_delete_framework
=== RUN   TestAudit_UploadReport/upload_valid_PDF_report
=== RUN   TestMeasure_TenantIsolation/cannot_read_measure_from_another_organization
=== RUN   TestAudit_UploadReport_Validation/reject_non-PDF_file
=== RUN   TestMeasure_TenantIsolation/cannot_update_measure_from_another_organization
=== RUN   TestMeasure_TenantIsolation/cannot_delete_measure_from_another_organization
=== NAME  TestMeasure_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
    measure_test.go:1419: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/measure_test.go:1419
        	Error:      	Received unexpected error:
        	            	unexpected status 422: {"errors":[{"message":"Cannot query field \"control\" on type \"CreateControlMeasureMappingPayload\".","locations":[{"line":4,"column":6}],"extensions":{"code":"GRAPHQL_VALIDATION_FAILED"}}],"data":null}
        	Test:       	TestMeasure_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
=== RUN   TestMeasure_SubResolvers_WithData/risks_sub-resolver_with_linked_risks
=== RUN   TestRBAC/owner_can_list_frameworks
=== RUN   TestMeasure_TenantIsolation/cannot_list_measures_from_another_organization
=== NAME  TestAudit_UploadReport/upload_valid_PDF_report
    audit_test.go:1546: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1546
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_UploadReport/upload_valid_PDF_report
=== RUN   TestAudit_UploadReport/upload_replaces_existing_report
--- PASS: TestMeasure_TenantIsolation (0.21s)
    --- PASS: TestMeasure_TenantIsolation/cannot_read_measure_from_another_organization (0.01s)
    --- PASS: TestMeasure_TenantIsolation/cannot_update_measure_from_another_organization (0.01s)
    --- PASS: TestMeasure_TenantIsolation/cannot_delete_measure_from_another_organization (0.01s)
    --- PASS: TestMeasure_TenantIsolation/cannot_list_measures_from_another_organization (0.01s)
=== CONT  TestFramework_TenantIsolation
=== RUN   TestRBAC/admin_can_list_frameworks
=== RUN   TestAudit_UploadReport_Validation/reject_file_with_wrong_extension_but_PDF_content-type
=== RUN   TestAudit_Ordering/order_by_created_at_descending
--- PASS: TestAudit_List (0.15s)
=== CONT  TestFramework_Pagination
=== RUN   TestRBAC/viewer_can_list_frameworks
--- PASS: TestAudit_Ordering (0.14s)
    --- PASS: TestAudit_Ordering/order_by_created_at_descending (0.01s)
=== CONT  TestFramework_MaxLength_Validation
=== NAME  TestMeasure_SubResolvers_WithData/risks_sub-resolver_with_linked_risks
    measure_test.go:1482: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/measure_test.go:1482
        	Error:      	Received unexpected error:
        	            	unexpected status 422: {"errors":[{"message":"Cannot query field \"risk\" on type \"CreateRiskMeasureMappingPayload\".","locations":[{"line":4,"column":6}],"extensions":{"code":"GRAPHQL_VALIDATION_FAILED"}}],"data":null}
        	Test:       	TestMeasure_SubResolvers_WithData/risks_sub-resolver_with_linked_risks
--- FAIL: TestMeasure_SubResolvers_WithData (0.21s)
    --- PASS: TestMeasure_SubResolvers_WithData/tasks_sub-resolver_with_linked_tasks (0.05s)
    --- FAIL: TestMeasure_SubResolvers_WithData/controls_sub-resolver_with_linked_controls (0.04s)
    --- FAIL: TestMeasure_SubResolvers_WithData/risks_sub-resolver_with_linked_risks (0.03s)
=== CONT  TestPeople_SubResolvers
=== RUN   TestAudit_MaxLength_Validation/create
=== NAME  TestAudit_UploadReport/upload_replaces_existing_report
    audit_test.go:1596: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1596
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_UploadReport/upload_replaces_existing_report
--- FAIL: TestAudit_UploadReport (0.15s)
    --- FAIL: TestAudit_UploadReport/upload_valid_PDF_report (0.03s)
    --- FAIL: TestAudit_UploadReport/upload_replaces_existing_report (0.02s)
=== CONT  TestAudit_Create_Validation
=== RUN   TestAudit_MaxLength_Validation/update
=== RUN   TestAudit_UploadReport_Validation/reject_empty_file
=== RUN   TestRBAC/owner_can_create_control
=== RUN   TestAudit_RBAC/create/admin_can_create
=== RUN   TestRBAC/admin_can_create_control
=== RUN   TestAudit_Query/query_with_non-existent_ID_returns_nil
=== RUN   TestFramework_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
--- PASS: TestAudit_MaxLength_Validation (0.12s)
    --- PASS: TestAudit_MaxLength_Validation/create (0.01s)
    --- PASS: TestAudit_MaxLength_Validation/update (0.02s)
=== CONT  TestMeasure_OmittableDescription
=== RUN   TestAudit_SubResolvers/framework_sub-resolver
=== RUN   TestAudit_Pagination/first/after_pagination
=== NAME  TestAudit_Query/query_with_non-existent_ID_returns_nil
    audit_test.go:669: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:669
        	Error:      	Received unexpected error:
        	            	invalid length for GID: got 32, want 24
        	Test:       	TestAudit_Query/query_with_non-existent_ID_returns_nil
--- FAIL: TestAudit_Query (0.09s)
    --- FAIL: TestAudit_Query/query_with_non-existent_ID_returns_nil (0.01s)
=== CONT  TestAudit_Delete_Validation
=== NAME  TestRBAC/admin_can_create_control
    rbac_test.go:1249: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/rbac_test.go:1249
        	Error:      	Received unexpected error:
        	            	control with framework_id Hdq8LCSPAG8AAQAAAZrUbtJemNelqR__ and section_title "Section" already exists
        	Test:       	TestRBAC/admin_can_create_control
        	Messages:   	expected request to be allowed
=== RUN   TestRBAC/viewer_cannot_create_control
=== RUN   TestAudit_Timestamps/createdAt_and_updatedAt_are_set_on_create
=== RUN   TestAudit_UploadReport_Validation/reject_invalid_audit_ID
=== RUN   TestRBAC/owner_can_update_control
=== RUN   TestAudit_SubResolvers/organization_sub-resolver
--- PASS: TestAudit_UploadReport_Validation (0.18s)
    --- PASS: TestAudit_UploadReport_Validation/reject_non-PDF_file (0.03s)
    --- PASS: TestAudit_UploadReport_Validation/reject_file_with_wrong_extension_but_PDF_content-type (0.02s)
    --- PASS: TestAudit_UploadReport_Validation/reject_empty_file (0.02s)
    --- PASS: TestAudit_UploadReport_Validation/reject_invalid_audit_ID (0.01s)
=== CONT  TestMeasure_Timestamps
=== RUN   TestAudit_Timestamps/updatedAt_changes_on_update
=== RUN   TestRBAC/admin_can_update_control
--- PASS: TestAudit_SubResolvers (0.12s)
    --- PASS: TestAudit_SubResolvers/framework_sub-resolver (0.01s)
    --- PASS: TestAudit_SubResolvers/organization_sub-resolver (0.01s)
=== CONT  TestAudit_Delete
=== RUN   TestAudit_Pagination/last/before_pagination
=== RUN   TestAudit_TenantIsolation/cannot_read_audit_from_another_organization
--- PASS: TestAudit_Pagination (0.19s)
    --- PASS: TestAudit_Pagination/first/after_pagination (0.02s)
    --- PASS: TestAudit_Pagination/last/before_pagination (0.01s)
=== CONT  TestMeasure_Query
=== RUN   TestRBAC/viewer_cannot_update_control
=== RUN   TestAudit_TenantIsolation/cannot_update_audit_from_another_organization
=== NAME  TestFramework_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
    framework_test.go:1268: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/framework_test.go:1268
        	Error:      	Received unexpected error:
        	            	no permissions defined for action totalCount on entity Framework
        	Test:       	TestFramework_SubResolvers_WithData/controls_sub-resolver_with_linked_controls
--- FAIL: TestFramework_SubResolvers_WithData (0.13s)
    --- FAIL: TestFramework_SubResolvers_WithData/controls_sub-resolver_with_linked_controls (0.05s)
=== CONT  TestAudit_Update_Validation
=== RUN   TestAudit_TenantIsolation/cannot_delete_audit_from_another_organization
=== RUN   TestRBAC/owner_can_delete_control
=== RUN   TestAudit_TenantIsolation/cannot_list_audits_from_another_organization
=== RUN   TestFramework_MaxLength_Validation/create
=== RUN   TestFramework_MaxLength_Validation/create/name_exceeds_max_length
--- PASS: TestAudit_TenantIsolation (0.23s)
    --- PASS: TestAudit_TenantIsolation/cannot_read_audit_from_another_organization (0.01s)
    --- PASS: TestAudit_TenantIsolation/cannot_update_audit_from_another_organization (0.01s)
    --- PASS: TestAudit_TenantIsolation/cannot_delete_audit_from_another_organization (0.01s)
    --- PASS: TestAudit_TenantIsolation/cannot_list_audits_from_another_organization (0.01s)
=== CONT  TestAudit_Update
--- PASS: TestAudit_Timestamps (0.16s)
    --- PASS: TestAudit_Timestamps/createdAt_and_updatedAt_are_set_on_create (0.01s)
    --- PASS: TestAudit_Timestamps/updatedAt_changes_on_update (0.05s)
=== CONT  TestFramework_RBAC
=== RUN   TestFramework_RBAC/create
=== RUN   TestFramework_RBAC/create/owner_can_create
=== RUN   TestFramework_MaxLength_Validation/create/description_exceeds_max_length
=== RUN   TestRBAC/admin_can_delete_control
=== RUN   TestPeople_SubResolvers/People_node_query
=== NAME  TestFramework_MaxLength_Validation/create/description_exceeds_max_length
    framework_test.go:1174: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/framework_test.go:1174
        	Error:      	An error is expected but got nil.
        	Test:       	TestFramework_MaxLength_Validation/create/description_exceeds_max_length
=== RUN   TestFramework_MaxLength_Validation/update
--- PASS: TestPeople_SubResolvers (0.11s)
    --- PASS: TestPeople_SubResolvers/People_node_query (0.01s)
=== CONT  TestAsset_List
=== RUN   TestAudit_Create_Validation/missing_organizationId
=== RUN   TestFramework_MaxLength_Validation/update/name_exceeds_max_length
=== RUN   TestMeasure_RBAC/create/viewer_cannot_create
=== RUN   TestAudit_Create_Validation/missing_frameworkId
=== RUN   TestFramework_MaxLength_Validation/update/description_exceeds_max_length
=== RUN   TestAudit_Delete_Validation/invalid_ID_format
=== RUN   TestRBAC/viewer_cannot_delete_control
=== RUN   TestAudit_Create_Validation/name_with_HTML_tags
=== RUN   TestMeasure_OmittableDescription/update_with_new_description
=== NAME  TestAudit_Delete_Validation/invalid_ID_format
    audit_test.go:588: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:588
        	Error:      	"illegal base64 data at input byte 16" does not contain "id"
        	Test:       	TestAudit_Delete_Validation/invalid_ID_format
--- FAIL: TestAudit_Delete_Validation (0.10s)
    --- FAIL: TestAudit_Delete_Validation/invalid_ID_format (0.01s)
=== CONT  TestAudit_Create
=== RUN   TestMeasure_Timestamps/createdAt_and_updatedAt_are_set_on_create
--- FAIL: TestFramework_MaxLength_Validation (0.13s)
    --- FAIL: TestFramework_MaxLength_Validation/create (0.02s)
        --- PASS: TestFramework_MaxLength_Validation/create/name_exceeds_max_length (0.01s)
        --- FAIL: TestFramework_MaxLength_Validation/create/description_exceeds_max_length (0.01s)
    --- PASS: TestFramework_MaxLength_Validation/update (0.03s)
        --- PASS: TestFramework_MaxLength_Validation/update/name_exceeds_max_length (0.01s)
        --- PASS: TestFramework_MaxLength_Validation/update/description_exceeds_max_length (0.01s)
=== CONT  TestAsset_Types
=== RUN   TestFramework_Pagination/first/after_pagination
=== RUN   TestAudit_Create_Validation/name_with_angle_brackets
=== RUN   TestMeasure_Timestamps/updatedAt_changes_on_update
=== RUN   TestMeasure_OmittableDescription/update_with_null_description_clears_it
=== NAME  TestAudit_Create_Validation/name_with_angle_brackets
    audit_test.go:276: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:276
        	Error:      	"name must not contain HTML tags" does not contain "angle brackets"
        	Test:       	TestAudit_Create_Validation/name_with_angle_brackets
=== RUN   TestAudit_Create_Validation/name_with_newline
=== NAME  TestRBAC/viewer_cannot_delete_control
    rbac_test.go:1252: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/rbac_test.go:1252
        	Error:      	An error is expected but got nil.
        	            	expected: testutil.GraphQLErrors
        	Test:       	TestRBAC/viewer_cannot_delete_control
        	Messages:   	expected GraphQL error, got: <nil>
=== RUN   TestRBAC/owner_can_list_controls
=== NAME  TestFramework_Pagination/first/after_pagination
    framework_test.go:1339: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/framework_test.go:1339
